;;;;S typhi strain CT18;S choleraesuis SC B67;S dublin CT 02021853;S gallinarum 287/91;S paratyphi A ATCC 9150;S agona SL483;S enteritidis P125109;S heidelberg SL476;S newport SL254;S typhimurium LT2;S typhimurium SL1344
PPI;955;2089;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;957;1629;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;962;3730;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;965;1672;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;965;102;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;965;2870;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;965;535;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;965;2026;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;965;391;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;965;867;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;965;4292;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;965;2;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;966;687;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;968;687;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;970;230;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;970;253;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;970;220;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;970;298;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;970;1079;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;970;3912;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;972;1629;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;972;567;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;981;2083;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;981;229;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;981;3143;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;981;3007;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;981;398;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;982;3214;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;982;1261;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;985;3114;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;993;531;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;993;3136;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;993;1911;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;998;229;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1004;1543;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1011;790;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1011;1322;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1011;1016;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1011;3846;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1011;2175;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1011;3822;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1011;1880;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1011;2511;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1011;1283;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1011;2292;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1011;27;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1011;2512;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1011;1436;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1011;1801;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1011;2445;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1011;464;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1011;1517;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1011;454;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1011;3754;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1011;2356;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1011;2895;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1011;1695;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1011;2035;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1011;1035;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1016;2189;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1032;1517;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1035;3140;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1035;1436;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1036;367;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1038;424;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1046;713;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1046;3754;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1046;1695;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1068;561;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1075;250;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1075;1035;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1079;3509;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1090;111;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1095;2666;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1098;1937;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1098;1758;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1103;1011;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1103;2534;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1103;1846;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1103;3858;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1110;3570;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1110;2290;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1110;2000;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1110;2484;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1115;3581;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1115;2408;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1115;2476;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1130;2476;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1132;3171;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1143;3143;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1148;1099;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1152;1977;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1157;1239;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1158;2051;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1158;189;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1158;859;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1158;2333;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1158;639;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1165;424;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1171;3041;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1179;1334;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1181;273;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1181;3518;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1183;1697;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1187;3189;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1192;3587;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1204;2407;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1206;358;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1219;253;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1219;1011;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1219;800;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1219;3736;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1219;867;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1234;429;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1245;2187;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1246;624;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1249;511;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1254;453;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1254;581;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1255;1324;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1257;3534;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1257;2369;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1258;1011;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1258;2825;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1259;1518;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1259;2383;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1259;1114;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1259;357;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1267;883;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1268;2057;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1268;2208;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1268;970;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1271;3606;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1271;2918;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1273;230;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1273;3536;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1285;3575;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1300;3214;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1301;102;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1301;3111;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1316;1011;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1321;65;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1323;3473;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1323;1659;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1323;941;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1323;3017;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1323;224;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1330;1937;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1330;1324;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1330;970;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1340;360;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1344;1390;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1344;2668;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1344;1656;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1344;540;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1344;2795;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1344;2383;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1344;2000;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1344;3757;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1344;2165;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1344;224;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1348;3171;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1348;1322;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1348;3202;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1348;2114;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1348;420;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1349;3171;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1361;1591;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1368;3171;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1368;1582;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1385;3730;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1387;466;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1394;2342;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1397;2035;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1427;1183;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1427;143;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1427;2074;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1427;519;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1433;131;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1450;2832;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1460;2562;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1460;3041;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1460;1171;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1464;2817;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1467;3171;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1471;2187;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1473;64;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1486;2172;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1487;1011;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1487;2175;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1487;4142;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1487;454;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1487;424;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1492;2103;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1492;564;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1497;3987;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1497;1362;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1498;886;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1498;3593;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1498;1890;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1498;2000;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1498;587;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1501;981;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1501;914;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1508;1011;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1508;2229;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1508;2754;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1508;2484;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1509;3575;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1510;1400;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1521;1858;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1522;3339;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1535;190;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1539;2000;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1540;2200;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1549;161;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1560;48;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1560;1095;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1560;2000;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1563;2035;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1572;135;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1575;1721;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1579;298;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1579;3140;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1582;3171;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1585;155;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1586;3534;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1587;3654;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1594;190;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1615;298;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1618;3375;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1618;2000;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1619;398;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1622;3388;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1622;2793;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1622;631;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1628;2080;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1628;2172;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1639;2481;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1639;548;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1654;2135;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1656;1838;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1656;3587;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1668;1192;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1674;1787;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1686;1011;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1686;511;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1686;561;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1694;941;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1700;133;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1711;3487;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1712;3846;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1712;3311;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1725;3518;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1728;103;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1728;3171;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1728;561;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1728;1877;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1729;328;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1740;262;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1740;1259;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1740;1518;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1740;2383;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1740;1114;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1740;2165;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1749;2016;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1750;3466;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1750;2403;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1750;2652;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1758;253;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1758;220;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1758;3171;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1758;2198;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1758;2652;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1759;358;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1761;3144;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1770;1863;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1770;291;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1770;2693;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1770;2333;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1779;1622;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1785;2570;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1786;1565;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1786;229;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1789;3171;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1789;1784;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1789;2200;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1789;2113;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1789;1330;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1789;970;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1789;1540;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1789;624;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1789;914;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1789;398;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1789;363;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1789;585;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1789;2025;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1803;420;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1820;70;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1820;3964;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1820;3311;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1820;1712;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1820;2977;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1824;1855;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1824;1341;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1835;3638;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1835;156;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1835;587;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1838;469;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1839;16;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1839;109;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1841;3171;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1841;122;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1841;1171;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1841;1460;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1841;827;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1849;3674;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1855;2338;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1858;3746;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1861;191;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1861;1182;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1872;71;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1872;3620;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1880;1616;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1880;466;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1880;189;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1880;2344;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1880;1967;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1880;126;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1880;1879;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1880;3673;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1880;109;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1891;1787;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1898;366;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1911;3321;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1912;2383;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1912;3697;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1918;1579;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1925;2328;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1931;3171;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1931;2535;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1936;1731;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1937;298;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1945;1579;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1949;64;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1949;2283;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1949;2484;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1959;1579;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1961;2035;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1967;189;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1977;2795;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1977;678;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1977;692;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1977;758;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1982;883;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1995;2035;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1995;3530;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2000;2672;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2000;3180;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2000;3724;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2000;1855;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2000;1567;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2000;298;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2000;2125;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2000;3318;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2000;3536;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2000;2595;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2000;2135;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2000;3638;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2000;92;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2000;2026;PPI;1;1;1;1;1;1;1;1;1;1;1
